Word	POS	Level
desktop	noun	c1
desperate	adjective	b2
desperately	adverb	b2
despite	preposition	b1
destination	noun	b1
destroy	verb	a2
destruction	noun	b2
destructive	adjective	c1
detail	noun	a1
detail	verb	b2
detailed	adjective	b2
detain	verb	c1
detect	verb	b2
detection	noun	c1
detective	noun	a2
detention	noun	c1
deteriorate	verb	c1
determination	noun	b2
determine	verb	b1
determined	adjective	b1
devastate	verb	c1
develop	verb	a2
development	noun	b1
device	noun	a2
devil	noun	c1
devise	verb	c1
devote	verb	b2
diagnose	verb	c1
diagnosis	noun	c1
diagram	noun	b1
dialogue	noun	a1
diamond	noun	b1
diary	noun	a2
dictate	verb	c1
dictator	noun	c1
dictionary	noun	a1
die	verb	a1
diet	noun	a1
differ	verb	b2
difference	noun	a1
different	adjective	a1
differentiate	verb	c1
differently	adverb	a2
difficult	adjective	a1
difficulty	noun	b1
dig	verb	b2
digital	adjective	a2
dignity	noun	c1
dilemma	noun	c1
dimension	noun	c1
diminish	verb	c1
dinner	noun	a1
dip	verb	c1
diplomat	noun	c1
diplomatic	adjective	c1
direct	adjective	a2
direct	adverb	b1
direct	verb	b1
direction	noun	a2
directly	adverb	b1
director	noun	a2
directory	noun	c1
dirt	noun	b1
dirty	adjective	a1
disability	noun	b2
disabled	adjective	b2
disadvantage	noun	b1
disagree	verb	a2
disagreement	noun	b2
disappear	verb	a2
disappoint	verb	b2
disappointed	adjective	b1
disappointing	adjective	b1
disappointment	noun	b2
disaster	noun	a2
disastrous	adjective	c1
disc	noun	b2
discard	verb	c1
discharge	verb	c1
discipline	noun	b2
disclose	verb	c1
disclosure	noun	c1
discount	noun	b1
discount	verb	b2
discourage	verb	b2
discourse	noun	c1
discover	verb	a2
discovery	noun	a2
discretion	noun	c1
discrimination	noun	c1
discuss	verb	a1
discussion	noun	a2
disease	noun	a2
dish	noun	a1
dishonest	adjective	b2
dislike	noun	b1
dislike	verb	b1
dismiss	verb	b2
dismissal	noun	c1
disorder	noun	b2
displace	verb	c1
display	noun	b2
display	verb	b2
disposal	noun	c1
dispose	verb	c1
dispute	noun	c1
dispute	verb	c1
disrupt	verb	c1
disruption	noun	c1
dissolve	verb	c1
distance	noun	a2
distant	adjective	b2
distinct	adjective	b2
distinction	noun	c1
distinctive	adjective	c1
distinguish	verb	b2
distort	verb	c1
distract	verb	b2
distress	noun	c1
distribute	verb	b2
distribution	noun	b2
district	noun	b2
disturb	verb	b2
disturbing	adjective	c1
dive	noun	b2
dive	verb	b2
diverse	adjective	b2
diversity	noun	b2
divert	verb	c1
divide	noun	b2
divide	verb	b1
divine	adjective	c1
division	noun	b2
divorce	noun	b2
divorce	verb	b2
divorced	adjective	a2
do	verb	a1
do	auxiliary verb	a1
doctor	noun	a1
doctrine	noun	c1
document	noun	a2
document	verb	b2
documentary	noun	b1
documentation	noun	c1
dog	noun	a1
dollar	noun	a1
domain	noun	c1
domestic	adjective	b2
dominance	noun	c1
dominant	adjective	b2
dominate	verb	b2
donate	verb	b1
donation	noun	b2
donor	noun	c1
door	noun	a1
dose	noun	c1
dot	noun	b2
double	determiner	a2
double	adjective	a2
double	pronoun	a2
double	adverb	b1
double	verb	a2
doubt	noun	b1
doubt	verb	b1
down	preposition	a1
down	adverb	a1
download	noun	a2
download	verb	a2
downstairs	adjective	a2
downstairs	adverb	a1
downtown	adjective	b2
downtown	noun	b2
downtown	adverb	b2
downwards	adverb	b2
dozen	noun	b2
dozen	determiner	b2
draft	noun	b2
draft	verb	b2
drag	verb	b2
drain	verb	c1
drama	noun	a2
dramatic	adjective	b2
dramatically	adverb	b2
draw	verb	a1
drawing	noun	a2
dream	noun	a2
dream	verb	a2
dress	noun	a1
dress	verb	a1
dressed	adjective	b1
drift	verb	c1
drink	noun	a1
drink	verb	a1
drive	noun	a2
drive	verb	a1
driver	noun	a1
driving	adjective	c1
driving	noun	a2
drop	noun	b1
drop	verb	a2
drought	noun	b2
drown	verb	c1
drug	noun	a2
drum	noun	b1
drunk	adjective	b1
dry	adjective	a2
dry	verb	a2
dual	adjective	c1
dub	verb	c1
due	adjective	b1
dull	adjective	b2
dumb	adjective	c1
dump	verb	b2
duo	noun	c1
duration	noun	b2
during	preposition	a1
dust	noun	b1
duty	noun	b1
DVD	noun	a1
dynamic	adjective	b2
dynamic	noun	c1
each	determiner	a1
each	pronoun	a1
each	adverb	a1
eager	adjective	c1
ear	noun	a1
early	adjective	a1
early	adverb	a1
earn	verb	a2
earnings	noun	c1
earth	noun	a2
earthquake	noun	b1
ease	noun	c1
ease	verb	c1
easily	adverb	a2
east	adjective	a1
east	noun	a1
east	adverb	a1
eastern	adjective	b1
easy	adjective	a1
eat	verb	a1
echo	verb	c1
ecological	adjective	c1
economic	adjective	b1
economics	noun	b2
economist	noun	b2
economy	noun	b1
edge	noun	b1
edit	verb	b2
edition	noun	b2
editor	noun	b1
editorial	adjective	b2
educate	verb	b1
educated	adjective	b1
education	noun	a2
educational	adjective	b1
educator	noun	c1
effect	noun	a2
effective	adjective	b1
effectively	adverb	b1
effectiveness	noun	c1
efficiency	noun	c1
efficient	adjective	b2
efficiently	adverb	b2
effort	noun	b1
egg	noun	a1
ego	noun	c1
eight	number	a1
eighteen	number	a1
eighty	number	a1
either	determiner	a2
either	pronoun	a2
either	adverb	a2
elaborate	adjective	c1
elbow	noun	b2
elderly	adjective	b2
elect	verb	b2
election	noun	b1
electoral	adjective	c1
electric	adjective	a2
electrical	adjective	a2
electricity	noun	a2
electronic	adjective	a2
electronics	noun	b2
elegant	adjective	b2
element	noun	b1
elementary	adjective	b2
elephant	noun	a1
elevate	verb	c1
eleven	number	a1
eligible	adjective	c1
eliminate	verb	b2
elite	noun	c1
else	adverb	a1
elsewhere	adverb	b2
email	noun	a1
email	verb	a1
embark	verb	c1
embarrassed	adjective	b1
embarrassing	adjective	b1
embarrassment	noun	c1
embassy	noun	c1
embed	verb	c1
embody	verb	c1
embrace	verb	b2
emerge	verb	b2
emergence	noun	c1
emergency	noun	b1
emission	noun	b2
emotion	noun	b1
emotional	adjective	b2
emotionally	adverb	b2
emphasis	noun	b2
emphasize	verb	b2
empire	noun	b2
empirical	adjective	c1
employ	verb	a2
employee	noun	a2
employer	noun	a2
employment	noun	b1
empower	verb	c1
empty	adjective	a2
empty	verb	b1
enable	verb	b2
enact	verb	c1
encompass	verb	c1
encounter	noun	b2
encounter	verb	b2
encourage	verb	b1
encouragement	noun	c1
encouraging	adjective	c1
end	noun	a1
end	verb	a1
endeavour	noun	c1
ending	noun	a2
endless	adjective	c1
endorse	verb	c1
endorsement	noun	c1
endure	verb	c1
enemy	noun	b1
energy	noun	a2
enforce	verb	c1
enforcement	noun	c1
engage	verb	b2
engaged	adjective	b1
engagement	noun	c1
engaging	adjective	c1
engine	noun	a2
engineer	noun	a2
engineering	noun	b1
enhance	verb	b2
enjoy	verb	a1
enjoyable	adjective	b2
enormous	adjective	a2
enough	determiner	a1
enough	pronoun	a1
enough	adverb	a1
enquire	verb	c1
enquiry	noun	b2
enrich	verb	c1
enrol	verb	c1
ensue	verb	c1
ensure	verb	b2
enter	verb	a2
enterprise	noun	c1
entertain	verb	b1
entertaining	adjective	b2
entertainment	noun	b1
enthusiasm	noun	b2
enthusiast	noun	c1
enthusiastic	adjective	b2
entire	adjective	b2
entirely	adverb	b2
entitle	verb	c1
entity	noun	c1
entrance	noun	b1
entrepreneur	noun	b2
entry	noun	b1
envelope	noun	b2
environment	noun	a2
environmental	adjective	b1
epidemic	noun	c1
episode	noun	b1
equal	adjective	b1
equal	noun	b2
equal	verb	b1
equality	noun	c1
equally	adverb	b1
equation	noun	c1
equip	verb	b2
equipment	noun	a2
equivalent	adjective	b2
equivalent	noun	b2
era	noun	b2
erect	verb	c1
error	noun	a2
erupt	verb	b2
escalate	verb	c1
escape	noun	b1
escape	verb	b1
especially	adverb	a2
essay	noun	a2
essence	noun	c1
essential	adjective	b1
essentially	adverb	b2
establish	verb	b2
establishment	noun	c1
estate	noun	b2
estimate	noun	b2
estimate	verb	b2
eternal	adjective	c1
ethic	noun	b2
ethical	adjective	b2
ethnic	adjective	b2
euro	noun	a1
evacuate	verb	c1
evaluate	verb	b2
evaluation	noun	b2
even	adjective	b2
even	adverb	a1
evening	noun	a1
event	noun	a1
eventually	adverb	b1
ever	adverb	a1
every	determiner	a1
everybody	pronoun	a1
everyday	adjective	a2
everyone	pronoun	a1
everything	pronoun	a1
everywhere	adverb	a2
evidence	noun	a2
evident	adjective	b2
evil	adjective	b2
evil	noun	b2
evoke	verb	c1
evolution	noun	b2
evolutionary	adjective	c1
evolve	verb	b2
exact	adjective	a2
exactly	adverb	a2
exaggerate	verb	c1
exam	noun	a1
examination	noun	b2
examine	verb	b1
example	noun	a1
exceed	verb	b2
excellence	noun	c1
excellent	adjective	a2
except	conjunction	b1
except	preposition	a2
exception	noun	b2
exceptional	adjective	c1
excess	adjective	c1
excess	noun	c1
excessive	adjective	b2
exchange	noun	b1
exchange	verb	b1
excited	adjective	a1
excitement	noun	b1
exciting	adjective	a1
exclude	verb	b2
exclusion	noun	c1
exclusive	adjective	c1
exclusively	adverb	c1
excuse	noun	b2
excuse	verb	b2
execute	verb	c1
execution	noun	c1
executive	adjective	b2
executive	noun	b2
exercise	noun	a1
exercise	verb	a1
exert	verb	c1
exhibit	noun	b2
exhibit	verb	b2
exhibition	noun	b1
exile	noun	c1
exist	verb	a2
existence	noun	b2
exit	noun	b2
exotic	adjective	b2
expand	verb	b1
expansion	noun	b2
expect	verb	a2
expectation	noun	b2
expected	adjective	b1
expedition	noun	b1
expenditure	noun	c1
expense	noun	b2
expensive	adjective	a1
experience	noun	a2
experience	verb	b1
experienced	adjective	b1
experiment	noun	a2
experiment	verb	b1
experimental	adjective	c1
expert	adjective	a2
expert	noun	a2
expertise	noun	b2
expire	verb	c1
explain	verb	a1
explanation	noun	a2
explicit	adjective	c1
explicitly	adverb	c1
explode	verb	b1
exploit	verb	b2
exploitation	noun	c1
exploration	noun	b2
explore	verb	b1
explosion	noun	b1
explosive	adjective	c1
explosive	noun	c1
export	noun	b1
export	verb	b1
expose	verb	b2
exposure	noun	b2
express	verb	a2
expression	noun	a2
extend	verb	b2
extension	noun	b2
extensive	adjective	b2
extensively	adverb	b2
extent	noun	b2
external	adjective	b2
extra	adjective	a1
extra	noun	b1
extra	adverb	b1
extract	noun	b2
extract	verb	c1
extraordinary	adjective	b2
extreme	adjective	a2
extreme	noun	b2
extremely	adverb	a2
extremist	noun	c1
eye	noun	a1
fabric	noun	b2
fabulous	adjective	b2
face	noun	a1
face	verb	b1
facilitate	verb	c1
facility	noun	b2
fact	noun	a1
faction	noun	c1
factor	noun	a2
factory	noun	a2
faculty	noun	c1
fade	verb	c1
fail	verb	a2
failed	adjective	b2
failure	noun	b2
fair	adjective	a2
fairly	adverb	b1
fairness	noun	c1
faith	noun	b2
fake	adjective	b2
fall	noun	a2
fall	verb	a1
false	adjective	a1
fame	noun	b2
familiar	adjective	b1
family	adjective	a1
family	noun	a1
famous	adjective	a1
fan	noun	a2
fancy	adjective	b1
fancy	verb	b1
fantastic	adjective	a1
fantasy	noun	b2
far	adjective	b1
far	adverb	a1
fare	noun	b2
farm	noun	a1
farm	verb	a2
farmer	noun	a1
farming	noun	a2
fascinating	adjective	b1
fashion	noun	a2
fashionable	adjective	b1
fast	adjective	a1
fast	adverb	a1
fasten	verb	b1
fat	adjective	a1
fat	noun	a2
fatal	adjective	c1
fate	noun	c1
father	noun	a1
fault	noun	b2
favour	noun	b1
favour	verb	b2
favourable	adjective	c1
favourite	adjective	a1
favourite	noun	a1
fear	noun	a2
fear	verb	b1
feat	noun	c1
feather	noun	b2
feature	noun	a2
feature	verb	b1
February	noun	a1
federal	adjective	b2
fee	noun	b2
feed	noun	b2
feed	verb	a2
feedback	noun	b2
feeding	noun	c1
feel	noun	b2
feel	verb	a1
feeling	noun	a1
fellow	adjective	b2
female	adjective	a2
female	noun	a2
feminist	adjective	c1
fence	noun	b1
festival	noun	a1
fever	noun	b2
few	determiner	a1
few	adjective	a1
few	pronoun	a1
fibre	noun	c1
fiction	noun	a2
field	noun	a2
fierce	adjective	c1
fifteen	number	a1
fifth	ordinal number	a1
fifty	number	a1
fight	noun	a2
fight	verb	a2
fighting	noun	b1
figure	noun	a2
figure	verb	b2
file	noun	b1
file	verb	b2
fill	verb	a1
film	noun	a1
film	verb	a2
film-maker	noun	c1
filter	noun	c1
filter	verb	c1
final	adjective	a1
final	noun	a2
finally	adverb	a2
finance	noun	b2
finance	verb	b2
financial	adjective	b1
find	verb	a1
finding	noun	b2
fine	adjective	a1
fine	noun	c1
finger	noun	a2
finish	noun	a2
finish	verb	a1
fire	noun	a1
fire	verb	b1
firearm	noun	c1
firefighter	noun	b2
firework	noun	b2
firm	adjective	b2
firm	noun	b2
firmly	adverb	b2
first	noun	a2
first	adverb	a1
first	determiner	a1
first	number	a1
firstly	adverb	a2
fish	noun	a1
fish	verb	a2
fishing	noun	a2
fit	adjective	a2
fit	noun	c1
fit	verb	a2
fitness	noun	b1
five	number	a1
fix	noun	b2
fix	verb	a2
fixed	adjective	b1
fixture	noun	c1
flag	noun	b1
flame	noun	b2
flash	noun	b2
flash	verb	b2
flat	adjective	a2
flat	noun	a1
flavour	noun	b2
flaw	noun	c1
flawed	adjective	c1
flee	verb	c1
fleet	noun	c1
flesh	noun	c1
flexibility	noun	c1
flexible	adjective	b2
flight	noun	a1
float	verb	b2
flood	noun	b1
flood	verb	b1
floor	noun	a1
flour	noun	b1
flourish	verb	c1
flow	noun	b1
flow	verb	b1
flower	noun	a1
flu	noun	a2
fluid	noun	c1
fly	noun	a2
fly	verb	a1
flying	adjective	a2
flying	noun	a2
focus	noun	a2
focus	verb	a2
fold	noun	b2
fold	verb	b1
folding	adjective	b2
folk	adjective	b1
folk	noun	b1
follow	verb	a1
following	preposition	b2
following	adjective	a2
following	noun	b1
fond	adjective	b2
food	noun	a1
fool	noun	b2
foot	noun	a1
footage	noun	c1
football	noun	a1
for	preposition	a1
forbid	verb	b2
force	noun	b1
force	verb	b1
forecast	noun	b2
forecast	verb	b2
foreign	adjective	a2
foreigner	noun	c1
forest	noun	a2
forever	adverb	b1
forge	verb	c1
forget	verb	a1
forgive	verb	b2
fork	noun	a2
form	noun	a1
form	verb	a1
formal	adjective	a2
format	noun	b2
formation	noun	b2
former	adjective	b2
formerly	adverb	b2
formula	noun	c1
formulate	verb	c1
forth	adverb	c1
forthcoming	adjective	c1
fortunate	adjective	b2
fortunately	adverb	a2
fortune	noun	b2
forty	number	a1
forum	noun	b2
forward	adjective	b2
forward	adverb	a2
fossil	noun	b2
foster	verb	c1
found	verb	b2
foundation	noun	b2
founder	noun	b2
four	number	a1
fourteen	number	a1
fourth	ordinal number	a1
fraction	noun	b2
fragile	adjective	c1
fragment	noun	b2
frame	noun	b1
frame	verb	b1
framework	noun	b2
franchise	noun	c1
frankly	adverb	c1
fraud	noun	b2
free	adjective	a1
free	adverb	a2
free	verb	b2
freedom	noun	b2
freely	adverb	b2
freeze	verb	b1
frequency	noun	b2
frequent	adjective	b2
frequently	adverb	b1
fresh	adjective	a2
Friday	noun	a1
fridge	noun	a2
friend	noun	a1
friendly	adjective	a1
friendship	noun	b1
frighten	verb	b1
frightened	adjective	b1
frightening	adjective	b1
frog	noun	a2
from	preposition	a1
front	adjective	a1
front	noun	a1
frozen	adjective	b1
fruit	noun	a1
frustrated	adjective	c1
frustrating	adjective	c1
frustration	noun	c1
fry	verb	b1
fuel	noun	b1
fuel	verb	b2
fulfil	verb	b2
full	adjective	a1
full-time	adjective	b2
full-time	adverb	b2
fully	adverb	b2
fun	adjective	a2
fun	noun	a1
function	noun	b1
function	verb	b2
functional	adjective	c1
fund	noun	b2
fund	verb	b2
fundamental	adjective	b2
fundamentally	adverb	b2
funding	noun	b2
fundraising	noun	c1
funeral	noun	c1
funny	adjective	a1
fur	noun	b1
furious	adjective	b2
furniture	noun	a2
further	adjective	a2
further	adverb	b1
furthermore	adverb	b2
future	adjective	a2
future	noun	a1
gain	noun	b2
gain	verb	b2
gallery	noun	a2
gallon	noun	c1
gambling	noun	c1
game	noun	a1
gaming	noun	b2
gang	noun	b2
gap	noun	a2
garage	noun	b1
garden	noun	a1
gas	noun	a2
gate	noun	a2
gather	verb	b1
gathering	noun	c1
gay	adjective	b2
gaze	noun	c1
gaze	verb	c1
gear	noun	c1
gender	noun	b2
gene	noun	b2
general	adjective	a2
generally	adverb	b1
generate	verb	b2
generation	noun	b1
generic	adjective	c1
generous	adjective	b1
genetic	adjective	b2
genius	noun	b2
genocide	noun	c1
genre	noun	b2
gentle	adjective	b1
gentleman	noun	b1
genuine	adjective	b2
genuinely	adverb	b2
geography	noun	a1
gesture	noun	b2
get	verb	a1
ghost	noun	b1
giant	adjective	b1
giant	noun	b1
gift	noun	a2
gig	noun	b2
girl	noun	a1
girlfriend	noun	a1
give	verb	a1
glad	adjective	b1
glance	noun	c1
glance	verb	c1
glass	noun	a1
glimpse	noun	c1
global	adjective	b1
globalization	noun	b2
globe	noun	b2
glorious	adjective	c1
glory	noun	c1
glove	noun	b1
go	noun	b1
go	verb	a1
goal	noun	a2
god	noun	a2
gold	noun	a2
gold	adjective	a2
golden	adjective	b2
golf	noun	a2
good	adjective	a1
good	noun	a2
goodbye	noun	a1
goodbye	exclamation	a1
goodness	noun	b2
goods	noun	b1
gorgeous	adjective	b2
govern	verb	b2
governance	noun	c1
government	noun	a2
governor	noun	b2
grab	verb	b2
grace	noun	c1
grade	noun	b1
grade	verb	b2
gradually	adverb	b2
graduate	noun	b1
graduate	verb	b1
grain	noun	b1
grand	adjective	b2
grandfather	noun	a1
grandmother	noun	a1
grandparent	noun	a1
grant	noun	b2
grant	verb	b2
graphic	adjective	b2
graphics	noun	b2
grasp	verb	c1
grass	noun	a2
grateful	adjective	b1
grave	adjective	c1
grave	noun	c1
gravity	noun	c1
great	adjective	a1
greatly	adverb	b2
green	adjective	a1
green	noun	a1
greenhouse	noun	b2
greet	verb	a2
grey	adjective	a1
grey	noun	a1
grid	noun	c1
grief	noun	c1
grin	verb	c1
grind	verb	c1
grip	noun	c1
grocery	noun	b2
ground	noun	a2
group	noun	a1
grow	verb	a1
growth	noun	b1
guarantee	noun	b2
guarantee	verb	b2
guard	noun	b1
guard	verb	b1
guerrilla	noun	c1
guess	noun	a1
guess	verb	a1
guest	noun	a2
guidance	noun	c1
guide	noun	a2
guide	verb	a2
guideline	noun	b2
guilt	noun	c1
guilty	adjective	b1
guitar	noun	a1
gun	noun	a2
gut	noun	c1
guy	noun	a2
gym	noun	a1
habit	noun	a2
habitat	noun	b2
hail	verb	c1
hair	noun	a1
half	noun	a1
half	pronoun	a1
half	adverb	a2
half	determiner	a1
halfway	adverb	c1
hall	noun	a2
halt	verb	c1
hand	noun	a1
hand	verb	b1
handful	noun	c1
handle	noun	b2
handle	verb	b2
handling	noun	c1
handy	adjective	c1
hang	verb	b1
happen	verb	a1
happily	adverb	a2
happiness	noun	b1
happy	adjective	a1
harassment	noun	c1
harbour	noun	b2
hard	adjective	a1
hard	adverb	a1
hardly	adverb	b1
hardware	noun	c1
harm	noun	b2
harm	verb	b2
harmful	adjective	b2
harmony	noun	c1
harsh	adjective	c1
harvest	noun	c1
hat	noun	a1
hate	noun	b1
hate	verb	a1
hatred	noun	c1
haunt	verb	c1
have	verb	a1
have	auxiliary verb	a2
have to	modal verb	a1
hazard	noun	c1
he	pronoun	a1
head	noun	a1
head	verb	b1
headache	noun	a2
headline	noun	b1
headquarters	noun	b2
heal	verb	b2
health	noun	a1
healthcare	noun	b2
healthy	adjective	a1
hear	verb	a1
hearing	noun	b2
heart	noun	a2
heat	noun	a2
heat	verb	a2
heating	noun	b1
heaven	noun	b2
heavily	adverb	b1
heavy	adjective	a2
heel	noun	b2
height	noun	a2
heighten	verb	c1
helicopter	noun	b1
hell	noun	b2
hello	noun	a1
hello	exclamation	a1
helmet	noun	b2
help	noun	a1
help	verb	a1
helpful	adjective	a2
hence	adverb	b2
her	pronoun	a1
her	determiner	a1
herb	noun	b2
here	adverb	a1
heritage	noun	c1
hero	noun	a2
hers	pronoun	a2
herself	pronoun	a2
hesitate	verb	b2
hey	exclamation	a1
hi	exclamation	a1
hidden	adjective	b2
hide	verb	a2
hierarchy	noun	c1
high	adjective	a1
high	noun	b2
high	adverb	a2
high-profile	adjective	c1
highlight	noun	b1
highlight	verb	b1
highly	adverb	b1
highway	noun	b2
hilarious	adjective	b2
hill	noun	a2
him	pronoun	a1
himself	pronoun	a2
hint	noun	c1
hint	verb	c1
hip	noun	b2
hire	noun	b2
hire	verb	b1
his	pronoun	a2
his	determiner	a1
historian	noun	b2
historic	adjective	b1
historical	adjective	b1
history	noun	a1
hit	noun	a2
hit	verb	a2
hobby	noun	a1
hockey	noun	a2
hold	noun	b2
hold	verb	a2
hole	noun	a2
holiday	noun	a1
hollow	adjective	b2
holy	adjective	b2
home	adjective	a2
home	noun	a1
home	adverb	a1
homeland	noun	c1
homeless	adjective	b2
homework	noun	a1
honest	adjective	b1
honesty	noun	b2
honour	noun	b2
honour	verb	b2
hook	noun	b2
hook	verb	c1
hope	noun	a2
hope	verb	a1
hopeful	adjective	c1
hopefully	adverb	b2
horizon	noun	c1
horn	noun	c1
horrible	adjective	b1
horror	noun	b1
horse	noun	a1
hospital	noun	a1
host	noun	b1
host	verb	b2
hostage	noun	c1
hostile	adjective	c1
hostility	noun	c1
hot	adjective	a1
hotel	noun	a1
hour	noun	a1
house	noun	a1
house	verb	b2
household	noun	b2
housing	noun	b2
how	adverb	a1
however	adverb	a1
huge	adjective	a2
human	adjective	a2
human	noun	a2
humanitarian	adjective	c1
humanity	noun	c1
humble	adjective	c1
humorous	adjective	b2
humour	noun	b2
hundred	number	a1
hunger	noun	b2
hungry	adjective	a1
hunt	noun	b2
hunt	verb	b1
hunting	noun	b2
hurricane	noun	b1
hurry	noun	b1
hurry	verb	b1
hurt	noun	b2
hurt	verb	a2
hurt	adjective	a2
husband	noun	a1
hydrogen	noun	c1
hypothesis	noun	b2
I	pronoun	a1
ice	noun	a1
ice cream	noun	a1
icon	noun	b2
idea	noun	a1
ideal	adjective	a2
ideal	noun	b2
identical	adjective	b2
identification	noun	c1
identify	verb	a2
identity	noun	b1
ideological	adjective	c1
ideology	noun	c1
idiot	noun	c1
if	conjunction	a1
ignorance	noun	c1
ignore	verb	b1
ill	adjective	a2
illegal	adjective	b1
illness	noun	a2
illusion	noun	b2
illustrate	verb	b2
illustration	noun	b2
image	noun	a2
imagery	noun	c1
imaginary	adjective	b1
imagination	noun	b2
imagine	verb	a1
immediate	adjective	b1
immediately	adverb	a2
immense	adjective	c1
immigrant	noun	b1
immigration	noun	b2
imminent	adjective	c1
immune	adjective	b2
impact	noun	b1
impact	verb	b1
impatient	adjective	b2
implement	verb	b2
implementation	noun	c1
implication	noun	b2
imply	verb	b2
import	noun	b1
import	verb	b1
importance	noun	b1
important	adjective	a1
impose	verb	b2
impossible	adjective	a2
impress	verb	b2
impressed	adjective	b2
impression	noun	b1
impressive	adjective	b1
imprison	verb	c1
imprisonment	noun	c1
improve	verb	a1
improvement	noun	b1
in	preposition	a1
in	adverb	a1
inability	noun	c1
inadequate	adjective	c1
inappropriate	adjective	c1
incentive	noun	b2
inch	noun	b2
incidence	noun	c1
incident	noun	b2
inclined	adjective	c1
include	verb	a1
included	adjective	a2
including	preposition	a2
inclusion	noun	c1
income	noun	b2
incorporate	verb	b2
incorrect	adjective	b2
increase	noun	a2
increase	verb	a2
increasingly	adverb	b2
incredible	adjective	a2
incredibly	adverb	b1
incur	verb	c1
indeed	adverb	b1
independence	noun	b2
independent	adjective	a2
index	noun	b2
indicate	verb	b1
indication	noun	b2
indicator	noun	c1
indictment	noun	c1
indigenous	adjective	c1
indirect	adjective	b1
individual	adjective	a2
individual	noun	a2
indoor	adjective	b1
indoors	adverb	b1
induce	verb	c1
indulge	verb	c1
industrial	adjective	b2
industry	noun	a2
inequality	noun	c1
inevitable	adjective	b2
infamous	adjective	c1
infant	noun	c1
infect	verb	c1
infection	noun	b2
infer	verb	b2
inflation	noun	b2
inflict	verb	c1
influence	noun	b1
influence	verb	b1
influential	adjective	c1
info	noun	b2
inform	verb	b2
informal	adjective	a2
information	noun	a1
infrastructure	noun	b2
ingredient	noun	b1
inhabitant	noun	b2
inherent	adjective	c1
inherit	verb	b2
inhibit	verb	c1
initial	adjective	b2
initially	adverb	b2
initiate	verb	c1
initiative	noun	b2
inject	verb	c1
injection	noun	c1
injure	verb	b1
injured	adjective	b1
injury	noun	a2
injustice	noun	c1
ink	noun	b2
inmate	noun	c1
inner	adjective	b2
innocent	adjective	b1
innovation	noun	b2
innovative	adjective	b2
input	noun	b2
insect	noun	a2
insert	verb	b2
insertion	noun	c1
inside	preposition	a2
inside	adjective	a2
inside	noun	a2
inside	adverb	a2
insider	noun	c1
insight	noun	b2
insist	verb	b2
inspect	verb	c1
inspection	noun	c1
inspector	noun	b2
inspiration	noun	c1
inspire	verb	b2
install	verb	b2
installation	noun	b2
instance	noun	b2
instant	adjective	b2
instantly	adverb	b2
instead	adverb	a2
instinct	noun	c1
institute	noun	b2
institution	noun	b2
institutional	adjective	c1
instruct	verb	c1
instruction	noun	a2
instructor	noun	a2
instrument	noun	a2
instrumental	adjective	c1
insufficient	adjective	c1
insult	noun	c1
insurance	noun	b2
intact	adjective	c1
intake	noun	c1
integral	adjective	c1
integrate	verb	b2
integrated	adjective	c1
integration	noun	c1
integrity	noun	c1
intellectual	adjective	b2
intellectual	noun	c1
intelligence	noun	b1
intelligent	adjective	a2
intend	verb	b1
intended	adjective	b2
intense	adjective	b2
intensify	verb	c1
intensity	noun	c1
intensive	adjective	c1
intent	noun	c1
intention	noun	b1
interact	verb	b2
interaction	noun	b2
interactive	adjective	c1
interest	noun	a1
interest	verb	a1
interested	adjective	a1
interesting	adjective	a1
interface	noun	c1
interfere	verb	c1
interference	noun	c1
interim	adjective	c1
interior	adjective	c1
interior	noun	c1
intermediate	adjective	c1
internal	adjective	b2
international	adjective	a2
Internet	noun	a1
interpret	verb	b2
interpretation	noun	b2
interrupt	verb	b2
interval	noun	b2
intervene	verb	c1
intervention	noun	c1
interview	noun	a1
interview	verb	a1
intimate	adjective	c1
into	preposition	a1
intriguing	adjective	c1
introduce	verb	a1
introduction	noun	a2
invade	verb	b2
invasion	noun	b2
invent	verb	a2
invention	noun	a2
invest	verb	b1
investigate	verb	b1
investigation	noun	b2
investigator	noun	c1
investment	noun	b2
investor	noun	b2
invisible	adjective	c1
invitation	noun	a2
invite	verb	a2
invoke	verb	c1
involve	verb	a2
involved	adjective	b1
involvement	noun	c1
iron	noun	b1
iron	verb	b1
ironic	adjective	c1
ironically	adverb	c1
irony	noun	c1
irrelevant	adjective	c1
island	noun	a1
isolate	verb	b2
isolated	adjective	b2
isolation	noun	c1
issue	noun	b1
issue	verb	b2
IT	noun	b1
it	pronoun	a1
item	noun	a2
its	determiner	a1
itself	pronoun	a2
jacket	noun	a1
jail	noun	b2
jail	verb	b2
jam	noun	a2
January	noun	a1
jazz	noun	a2
jeans	noun	a1
jet	noun	b2
jewellery	noun	a2
job	noun	a1
join	verb	a1
joint	adjective	b2
joint	noun	b2
joke	noun	a2
joke	verb	a2
journal	noun	b1
journalism	noun	b2
journalist	noun	a2
journey	noun	a1
joy	noun	b2
judge	noun	b1
judge	verb	b1
judgement	noun	b2
judicial	adjective	c1
juice	noun	a1
July	noun	a1
jump	noun	a2
jump	verb	a2
junction	noun	c1
June	noun	a1
junior	adjective	b2
jurisdiction	noun	c1
jury	noun	b2
just	adjective	c1
just	adverb	a1
justice	noun	b2
justification	noun	c1
justify	verb	b2
